difeomorfi,微分同胚ᴰᴵ
cistern,池
makul,污
sup,汤
vapor,汽
merg,沉
ŝampu,沐
sabl,沙
sulk,沟
ŝaŭm,沫
river,河
bol,沸
ole,油
reg,治
marĉ,沼
font,泉
sekreci,泌
jur,法
kosmopolit,泛
ampol,泡
ond,波
kot,泥
atent,注
larm,泪
pump,泵
laks,泻
glace,泽
ĉast,洁
ocean,洋
asperg,洒
lav,洗
kav,洞
diluv,洪
viv,活
deput,派
flu,流
plasm,浆
verŝ,浇
turbid,浊
mezur,测
bu,浮
ban,浴
mar,海
tremp,浸
ŝmir,涂
digest,消
vad,涉
kirl,涡
flus,涨
adstring,涩
likv,液
duŝ,淋
fad,淡
aluvi,淤
porn,淫
profund,深
miks,混
inund,淹
klar,清
abism,渊
osmoz,渗
kanal,渠
pram,渡
feĉ,渣
temperatur,温
haven,港
soif,渴
naĝ,游
lag,湖
golf,湾
humid,湿
plaŭd,溅
origin,源
roj,溪
dron,溺
glit,滑
stagn,滞
plen,满
filtr,滤
eksces,滥
plaĝ,滩
gut,滴
driv,漂
lak,漆
lik,漏
aktor,演
dezert,漠
gargar,漱
plonĝ,潜
tajd,潮
ekscit,激
klister,灌
fajr,火
esting,灭
lamp,灯
griz,灰
spirit,灵
kaŭter,灼
katastrof,灾
splend,灿
forn,炉
katar,炎
parad,炫
torĉ,炬
karb,炭
kanon,炮
frit,炸
punkt,点
kupel,炼
intens,烈
kandel,烛
fum,烟
bak,烤
ted,烦
febr,烧
glad,烫
hejt,热
kuir,烹
lut,焊
incendi,焚
koaks,焦
flam,焰
natur,然
dekokt,煎
fotograf,照
poĉ,煮
urs,熊
bukan,熏
fand,熔
matur,熟
brul,燃
hirund,燕
eksplod,爆
ung,爪
ramp,爬
am,爱
baron,爵
patr,父
av,爷
pec,片
versi,版
medal,牌
bov,牛
bok,牡
karcer,牢
paŝt,牧
aĵ,物
special,特
viktim,牺
rinocer,犀
hund,犬
adjekt,状
hezit,犹
mani,狂
vulp,狐
ruz,狡
unik,独
leon,狮
infer,狱
lup,狼
ĉas,猎
drast,猛
diven,猜
goril,猩
pork,猪
kat,猫
erinac,猬
ofer,献
ceb,猴
simi,猿
procent,率
gem,玉
reĝ,王
lud,玩
roz,玫
ring,环
nun,现
vitr,玻
delic,珍
perl,珠
pilk,球
prav,理
bagatel,琐
pian,琴
melon,瓜
klap,瓣
pulp,瓤
tegol,瓦
botel,瓶
porcelan,瓷
dolĉ,甘
nask,生
uz,用
kamp,田
motiv,由
kiras,甲
elektr,电
vir,男
bild,画
lim,界
las,留
brut,畜
strategi,略
terat,畸
marki,疆
dub,疑
terapi,疗
malari,疟
cikatr,疤
epidemi,疫
ulcer,疮
lac,疲
tif,疹
morb,病
fobi,症
juk,痒
stigmat,痕
akn,痘
dolor,痛
disenteri,痢
demenc,痴
veruk,瘤
magr,瘦
pane,瘫
kancer,癌
skabi,癣
blank,白
cent,百
sap,皂
haŭt,皮
ĉif,皱
plad,皿
pelv,盆
util,益
sal,盐
gvat,监
skatol,盒
kask,盔
kovr,盖
teler,盘
sindikat,盟
okul,目
blind,盲
rekt,直
relativ,相
ŝild,盾
ŝpar,省
brov,眉
rigard,看
ver,真
somnol,眠
maŝ,眼
dorm,睡
prefekt,督
pupil,瞳
lanc,矛
sag,矢
sci,知
momant,矩
ortopedi,矫
kurt,短
nan,矮
ŝton,石
alun,矾
min,矿
kod,码
smirg,砂
mason,砌
hak,砍
stud,研
brik,砖
pum,砰
romp,破
gruz,砾
plint,础
silic,硅
magistr,硕
salpetr,硝
sulf,硫
rigid,硬
cert,确
frakas,碎
monument,碑
bovl,碗
jod,碘
turkis,碧
lesiv,碱
karbon,碳
magnet,磁
funt,磅
muel,磨
fosf,磷
rif,礁
montr,示
donac,礼
soci,社
preĝ,祈
atav,祖
ben,祝
di,神
bilet,票
mes,祭
akcident,祸
temperament,禀
tabu,禁
zen,禅
beat,福
for,离
gramin,禾
privat,私
kalv,秃
aŭtun,秋
sem,种
scienc,科
sekund,秒
sekret,秘
lu,租
volumen,积
pretend,称
translaci,移
rar,稀
program,程
impost,税
stabil,稳
manuskript,稿
spik,穗
tru,穴
spac,空
tra,穿
subit,突
plagiat,窃
stret,窄
sufok,窒
kel,窖
fenestr,窗
embaras,窘
ricel,窝
star,立
vertikal,竖
staci,站
konkur,竞
ĉapitr,章
infan,童
bambu,竹
rid,笑
penik,笔
fajf,笛
sign,符
kaĝ,笼
egal,等
muskol,筋
flos,筏
respond,答
kribr,筛
lot,签
simpl,简
kalkul,算
tub,管
kest,箱
novel,篇
uzurp,篡
korb,篮
heĝ,篱
anĉ,簧
matrikul,籍
metr,米
klasifik,类
farun,粉
er,粒
krud,粗
muk,粘
panic,粟
kaĉ,粥
sterk,粪
proviant,粮
ekzakt,精
past,糊
kuk,糕
suker,糖
bran,糠
sistem,系
element,素
indeks,索
streĉ,紧
purpur,紫
akumul,累
flok,絮
ruĝ,红
fibr,纤
kontrakt,约
klas,级
epok,纪
latitud,纬
pur,纯
vual,纱
kotiz,纳
paper,纸
tatu,纹
ŝpin,纺
lini,线
ekzerc,练
op,组
delikat,细
teks,织
fin,终
stumbl,绊
bibli,经
velur,绒
lig,结
haspel,绕
desegn,绘
don,给
absolut,绝
vinĉ,绞
tradici,统
brod,绣
hered,继
daŭr,续
ŝnur,绳
dimensi,维
verd,绿
sufiks,缀
kabl,缆
saten,缎
lant,缓
plekt,编
border,缘
kudr,缝
implik,缠
ful,缩
urn,缸
mank,缺
amfor,罐
ret,网
groc,罗
pun,罚
strik,罢
mask,罩
kulp,罪
met,置
ŝaf,羊
bel,美
ĉam,羚
pudor,羞
envi,羡
ar,群
plum,羽
pter,翅
ŝveb,翔
renvers,翻
plane,翼
veteran,老
ul,者
ĵongl,耍
kultur,耕
konsum,耗
sark,耘
erp,耙
orel,耳
hont,耻
babil,聊
surd,聋
ofic,职
uni,联
engaĝ,聘
inteligent,聪
viand,肉
rip,肋
portret,肖
kubut,肘
trip,肚
anus,肛
hepat,肝
kolbas,肠
koks,股
fekund,肥
ŝultr,肩
kresk,育
pulm,肺
ren,肾
ŝvel,肿
puf,胀
minac,胁
stomak,胃
gal,胆
dors,背
fet,胎
obez,胖
embri,胚
venk,胜
ĉel,胞
barb,胡
pankreat,胰
glu,胶
brust,胸
pov,能
gras,脂
fragil,脆
vejn,脉
spin,脊
viscer,脏
umbilik,脐
cerb,脑
pus,脓
secesi,脱
lien,脾
aksel,腋
putr,腐
pojn,腕
mumps,腮
tali,腰
ventr,腹
gland,腺
sor,腾
krur,腿
cir,膏
membran,膜
genu,膝
dilat,膨
pug,臀
brak,臂
ministr,臣
mem,自
fetor,臭
ĝis,至
molar,臼
ĉerp,舀
lang,舌
komfort,舒
lek,舔
danc,舞
boat,舟
aviad,航
flot,舰
kajut,舱
rudr,舵
bark,舶
ŝip,船
jakt,艇
bon,良
kolor,色
art,艺
moks,艾
diet,节
mustard,芥
meĉ,芯
flor,花
celeri,芹
ĝerm,芽
kan,苇
pal,苍
musk,苔
brakte,苞
se,若
sufer,苦
pom,苹
veget,茂
norm,范
tomat,茄
espart,茅
tig,茎
kal,茧
stopl,茬
te,茶
herb,草
rekomend,荐
noval,荒
liĉi,荔
vag,荡
glor,荣
luminesk,荧
medikament,药
lotus,莲
akir,获
silvi,莺
bolet,菇
krizantem,菊
fung,菌
legom,菜
romb,菱
lampir,萤
bivak,营
fal,落
signifik,著
arorut,葛
vit,葡
sepult,葬
cep,葱
malv,葵
ajl,蒜
transpir,蒸
blu,蓝
vil,蓬
disdegn,蔑
sarment,蔓
sakar,蔗
banan,蕉
minc,薄
salajr,薪
maniok,薯
kaŝ,藏
heder,藤
alg,藻
tigr,虎
turment,虐
konsider,虑
vant,虚
insekt,虫
iriz,虹
kvankam,虽
kankr,虾
korod,蚀
formik,蚁
moskit,蚊
ostr,蚌
pul,蚤
serpent,蛇
ran,蛙
arane,蛛
meretrik,蛤
barbar,蛮
mote,蛾
abel,蜂
mud,蜕
miel,蜜
vaks,蜡
muŝ,蝇
cikad,蝉
skorpi,蝎
akrid,蝗
vespert,蝠
papili,蝶
degel,融
ŝraŭb,螺
gril,蟋
krab,蟹
helmint,蠕
sang,血
ad,行
strat,街
ekvilibr,衡
vest,衣
flik,补
tabel,表
ĉemiz,衫
atenu,衰
sak,袋
rob,袍
manik,袖
ŝtrump,袜
at,被
tajl,裁
ŝir,裂
ŝarg,装
jup,裙
pantalon,裤
nud,裸
vind,裹
brun,褐
okcident,西
teg,覆
vid,见
observ,观
regul,规
televid,视
konsci,觉
angul,角
kompren,解
tuŝ,触
dialekt,言
honor,誉
ĵur,誓
polic,警
statistik,计
mend,订
kon,认
rikan,讥
ced,让
trejn,训
konsil,议
memor,记
preleg,讲
permes,许
ĉantaĝ,讹
diskut,论
karikatur,讽
supoz,设
vizit,访
viz,证
taks,评
fraŭd,诈
plend,诉
klinik,诊
vort,词
traduk,译
prov,试
poem,诗
honest,诚
parol,话
konsult,询
lingv,语
mis,误
tent,诱
katekiz,诲
dir,说
deklam,诵
promes,诺
leg,读
kurs,课
ton,调
konversaci,谈
intrig,谋
spion,谍
mensog,谎
humur,谐
predikat,谓
proverb,谚
enigm,谜
dank,谢
klaĉ,谣
kalumni,谤
humil,谦
diskret,谨
absurd,谬
spektr,谱
val,谷
fab,豆
piz,豌
elefant,象
pomp,豪
panter,豹
konk,贝
virg,贞
kontribu,贡
financ,财
riproĉ,责
fiask,败
kont,账
var,货
esenc,质
brokant,贩
avid,贪
povr,贫
devalut,贬
koher,贯
afiŝ,贴
nobl,贵
kredit,贷
kost,费
gratul,贺
korupt,贿
kapital,资
vet,赌
aprez,赏
lizin,赖
lukr,赚
matĉ,赛
laŭd,赞
gajn,赢
ekvator,赤
amnesti,赦
start,起
hiper,超
trans,越
interes,趣
pied,足
kur,跑
lam,跛
distanc,距
kalkan,跟
voj,路
salt,跳
praktik,践
stilz,跷
tret,踏
kalcitr,踢
ambl,踱
huf,蹄
kaŭr,蹲
nervoz,躁
kuŝ,躺
aŭt,车
grinc,轧
rel,轨
turn,转
rad,轮
mol,软
fulmin,轰
aks,轴
leĝer,轻
ŝarĝ,载
palanken,轿
kompar,较
asist,辅
efluv,辉
spok,辐
transfuz,输
demisi,辞
kapsik,辣
disting,辨
pled,辩
blasfem,辱
rand,边
migr,迁
pedant,迂
int,过
lof,迎
port,运
proksim,近
plu,还
jen,这
progres,进
tele,远
delikt,违
eĉ,连
tard,迟
persekut,迫
rakont,述
superstiĉ,迷
spur,迹
emerit,退
send,送
taŭg,适
fuĝ,逃
retro,逆
elekt,选
diafan,透
ekzil,逐
kom,逗
korespond,通
rapid,速
manufaktur,造
arest,逮
kompuls,逼
renkont,遇
avenu,道
evit,避
invit,邀
pervers,邪
poŝt,邮
najbar,邻
tulip,郁
knab,郎
part,部
metropol,都
distribu,配
vin,酒
krem,酪
rekompenc,酬
saŭc,酱
ferment,酵
acid,酸
alkohol,醇
rav,醉
acet,醋
vek,醒
ekspluat,采
ekzegez,释
mejl,里
pez,重
sovaĝ,野
kvant,量
or,金
ekspertiz,鉴
nadl,针
najl,钉
kalci,钙
obtuz,钝
hor,钟
natri,钠
ŝtal,钢
hok,钩
mon,钱
tenajl,钳
bor,钻
kali,钾
fer,铁
plumb,铅
kupr,铜
alumini,铝
deviz,铭
ŝovel,铲
arĝent,银
gis,铸
stern,铺
ĉen,链
stift,销
ŝlos,锁
rastr,锄
pat,锅
rust,锈
zink,锌
akr,锐
erar,错
ankr,锚
stan,锡
tamtam,锣
martel,锤
konus,锥
brok,锦
klav,键
seg,锯
mangan,锰
forĝ,锻
pioĉ,镐
pund,镑
spegul,镜
long,长
pord,门
fulm,闪
ferm,闭
demand,问
inter,间
kluz,闸
tumult,闹
anekdot,闻
valv,阀
moŝt,阁
team,队
defend,防
sun,阳
katod,阴
falang,阵
ŝtup,阶
adher,附
kontinent,陆
bemol,降
fini,限
krut,陡
kort,院
escept,除
meteor,陨
risk,险
ceramik,陶
insid,陷
tuber,隆
sekv,随
ermit,隐
izol,隔
hiat,隙
bar,障
tunel,隧
alaŭd,雀
maskl,雄
graci,雅
kolekt,集
dung,雇
femal,雌
agl,雕
pluv,雨
neĝ,雪
nul,零
tondr,雷
hajl,雹
nebul,雾
bezon,需
ŝok,震
ŝim,霉
frost,霜
ros,露
hegemoni,霸
cian,青
trankvil,静
fac,面
led,革
bot,靴
ŝu,鞋
sel,鞍
vip,鞭
prononc,音
rim,韵
paĝ,页
supr,顶
nuk,项
rezignaci,顺
end,须
bub,顽
retrospektiv,顾
dekret,颁
himn,颂
anticip,预
krani,颅
teritori,领
kol,颈
vang,颊
frekvenc,频
glum,颖
tem,题
vizaĝ,颜
frunt,额
tang,颠
trem,颤
vent,风
flirt,飘
flug,飞
manĝ,食
restoraci,餐
trink,饮
ornam,饰
sat,饱
furaĝ,饲
indulg,饶
raviol,饺
tort,饼
hotel,馆
distil,馏
ĉef,首
spic,香
ĉeval,马
ferut,驮
dres,驯
galop,驰
pel,驱
refut,驳
azen,驴
rezid,驻
kamel,驼
ŝofor,驾
sakr,骂
fier,骄
spert,验
rajd,骑
tromp,骗
ost,骨
mjel,髓
alt,高
anim,魂
ĉarm,魅
sorĉ,魔
fiŝ,鱼
freŝ,鲜
karp,鲤
ŝark,鲨
balen,鲸
krokodil,鳄
skvam,鳞
bird,鸟
kok,鸡
tint,鸣
mev,鸥
korv,鸦
anas,鸭
kolomb,鸽
kukol,鹃
anser,鹅
pig,鹊
gru,鹤
papag,鹦
falk,鹰
cerv,鹿
tritik,麦
kanab,麻
flav,黄
nigr,黑
silent,默
tambur,鼓
mus,鼠
naz,鼻
dent,齿
drak,龙
testud,龟
